# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2855       4.088635788866e-12       2.108435768645e-13      -1.419028504950e-13       0.000000000000e+00       8.564997091091e-17       9.498576199812e-18       1.395150567194e-18 
 2856       4.074478214781e-12       2.110632940146e-13      -1.442143918386e-13       0.000000000000e+00       8.552485731061e-17       9.471909008934e-18       1.399528393383e-18 
 2857       4.060552575967e-12       2.112675023135e-13      -1.465454442139e-13       0.000000000000e+00       8.539996643195e-17       9.443884429821e-18       1.403730641715e-18 
 2858       4.046859260776e-12       2.114559767122e-13      -1.488947117662e-13       0.000000000000e+00       8.527529752031e-17       9.414361541640e-18       1.407728700996e-18 
 2859       4.033398657558e-12       2.116284916012e-13      -1.512608949373e-13       0.000000000000e+00       8.515084981735e-17       9.383199034954e-18       1.411493880731e-18 
 2860       4.020171154664e-12       2.117848208090e-13      -1.536426904611e-13       0.000000000000e+00       8.502662256093e-17       9.350255211385e-18       1.414997411061e-18 
 2861       4.007177140440e-12       2.119247376024e-13      -1.560387913614e-13       0.000000000000e+00       8.490261498515e-17       9.315387983279e-18       1.418210442691e-18 
 2862       3.994417003232e-12       2.120480146857e-13      -1.584478869478e-13       0.000000000000e+00       8.477882632033e-17       9.278454873364e-18       1.421104046818e-18 
 2863       3.981891131383e-12       2.121544242001e-13      -1.608686628130e-13       0.000000000000e+00       8.465525579301e-17       9.239313014411e-18       1.423649215070e-18 
 2864       3.969599913233e-12       2.122437377237e-13      -1.632998008291e-13       0.000000000000e+00       8.453190262595e-17       9.197819148902e-18       1.425816859426e-18 
 2865       3.957543737118e-12       2.123157262705e-13      -1.657399791450e-13       0.000000000000e+00       8.440876603813e-17       9.153829628686e-18       1.427577812157e-18 
 2866       3.945722991372e-12       2.123701602901e-13      -1.681878721822e-13       0.000000000000e+00       8.428584524473e-17       9.107200414642e-18       1.428902825750e-18 
 2867       3.934137626808e-12       2.124068584270e-13      -1.706422067801e-13       0.000000000000e+00       8.416313954541e-17       9.057839079245e-18       1.429769075803e-18 
 2868       3.922785841726e-12       2.124258340696e-13      -1.731019309485e-13       0.000000000000e+00       8.404064858960e-17       9.005861105140e-18       1.430179706123e-18 
 2869       3.911665390189e-12       2.124271495485e-13      -1.755660459702e-13       0.000000000000e+00       8.391837211256e-17       8.951434384326e-18       1.430144383332e-18 
 2870       3.900774018921e-12       2.124108674458e-13      -1.780335503294e-13       0.000000000000e+00       8.379630984723e-17       8.894727288186e-18       1.429672803001e-18 
 2871       3.890109467299e-12       2.123770505947e-13      -1.805034397090e-13       0.000000000000e+00       8.367446152422e-17       8.835908667908e-18       1.428774689677e-18 
 2872       3.879669467348e-12       2.123257620798e-13      -1.829747069883e-13       0.000000000000e+00       8.355282687178e-17       8.775147854912e-18       1.427459796906e-18 
 2873       3.869451743737e-12       2.122570652380e-13      -1.854463422407e-13       0.000000000000e+00       8.343140561587e-17       8.712614661261e-18       1.425737907261e-18 
 2874       3.859454013766e-12       2.121710236580e-13      -1.879173327309e-13       0.000000000000e+00       8.331019748008e-17       8.648479380091e-18       1.423618832369e-18 
 2875       3.849673987365e-12       2.120677011807e-13      -1.903866629126e-13       0.000000000000e+00       8.318920218568e-17       8.582912786026e-18       1.421112412932e-18 
 2876       3.840109367083e-12       2.119471618999e-13      -1.928533144264e-13       0.000000000000e+00       8.306841945157e-17       8.516086135603e-18       1.418228518758e-18 
 2877       3.830757848085e-12       2.118094701619e-13      -1.953162660968e-13       0.000000000000e+00       8.294784899434e-17       8.448171167688e-18       1.414977048784e-18 
 2878       3.821617118143e-12       2.116546905662e-13      -1.977744939301e-13       0.000000000000e+00       8.282749052822e-17       8.379340103900e-18       1.411367931102e-18 
 2879       3.812684857629e-12       2.114828879657e-13      -2.002269711120e-13       0.000000000000e+00       8.270734376507e-17       8.309765649033e-18       1.407411122987e-18 
 2880       3.803958739510e-12       2.112941274665e-13      -2.026726680050e-13       0.000000000000e+00       8.258740841442e-17       8.239620991472e-18       1.403116610919e-18 
 2881       3.795436429342e-12       2.110884744287e-13      -2.051105521459e-13       0.000000000000e+00       8.246768418345e-17       8.169079803620e-18       1.398494410611e-18 
 2882       3.787115585258e-12       2.108659944664e-13      -2.075395882436e-13       0.000000000000e+00       8.234817077695e-17       8.098316242313e-18       1.393554567036e-18 
 2883       3.778993857967e-12       2.106267534479e-13      -2.099587381766e-13       0.000000000000e+00       8.222886789739e-17       8.027504949246e-18       1.388307154451e-18 
 2884       3.771068890747e-12       2.103708174961e-13      -2.123669609903e-13       0.000000000000e+00       8.210977524485e-17       7.956821051388e-18       1.382762276422e-18 
 2885       3.763338319434e-12       2.100982529883e-13      -2.147632128948e-13       0.000000000000e+00       8.199089251705e-17       7.886440161410e-18       1.376930065852e-18 
 2886       3.755799772418e-12       2.098091265572e-13      -2.171464472625e-13       0.000000000000e+00       8.187221940935e-17       7.816538378097e-18       1.370820685006e-18 
 2887       3.748450870637e-12       2.095035050905e-13      -2.195156146255e-13       0.000000000000e+00       8.175375561472e-17       7.747292286779e-18       1.364444325536e-18 
 2888       3.741289227570e-12       2.091814557313e-13      -2.218696626732e-13       0.000000000000e+00       8.163550082378e-17       7.678878959743e-18       1.357811208508e-18 
 2889       3.734312449229e-12       2.088430458785e-13      -2.242075362500e-13       0.000000000000e+00       8.151745472476e-17       7.611475956659e-18       1.350931584426e-18 
 2890       3.727518134152e-12       2.084883431870e-13      -2.265281773526e-13       0.000000000000e+00       8.139961700351e-17       7.545261324997e-18       1.343815733262e-18 
 2891       3.720903873400e-12       2.081174155678e-13      -2.288305251278e-13       0.000000000000e+00       8.128198734351e-17       7.480413600453e-18       1.336473964474e-18 
 2892       3.714467250544e-12       2.077303311882e-13      -2.311135158700e-13       0.000000000000e+00       8.116456542585e-17       7.417111807364e-18       1.328916617041e-18 
 2893       3.708205841664e-12       2.073271584723e-13      -2.333760830186e-13       0.000000000000e+00       8.104735092923e-17       7.355535459133e-18       1.321154059482e-18 
 2894       3.702117215341e-12       2.069079661011e-13      -2.356171571558e-13       0.000000000000e+00       8.093034352997e-17       7.295864558648e-18       1.313196689885e-18 
 2895       3.696198932648e-12       2.064728230128e-13      -2.378356660040e-13       0.000000000000e+00       8.081354290198e-17       7.238279598704e-18       1.305054935932e-18 
 2896       3.690448547143e-12       2.060217984029e-13      -2.400305344234e-13       0.000000000000e+00       8.069694871680e-17       7.182961562421e-18       1.296739254924e-18 
 2897       3.684863604869e-12       2.055549617244e-13      -2.422006844095e-13       0.000000000000e+00       8.058056064356e-17       7.130091923670e-18       1.288260133808e-18 
 2898       3.679441644337e-12       2.050723826884e-13      -2.443450350909e-13       0.000000000000e+00       8.046437834900e-17       7.079852647486e-18       1.279628089203e-18 
 2899       3.674180196529e-12       2.045741312640e-13      -2.464625027265e-13       0.000000000000e+00       8.034840149743e-17       7.032426190498e-18       1.270853667425e-18 
 2900       3.669076784882e-12       2.040602776786e-13      -2.485520007033e-13       0.000000000000e+00       8.023262975080e-17       6.987995501344e-18       1.261947444512e-18 
 2901       3.664128925291e-12       2.035308924184e-13      -2.506124395338e-13       0.000000000000e+00       8.011706276861e-17       6.946744021090e-18       1.252920026251e-18 
 2902       3.659334126094e-12       2.029860462282e-13      -2.526427268540e-13       0.000000000000e+00       8.000170020798e-17       6.908855683659e-18       1.243782048204e-18 
 2903       3.654689888072e-12       2.024258101119e-13      -2.546417674203e-13       0.000000000000e+00       7.988654172360e-17       6.874514916242e-18       1.234544175734e-18 
 2904       3.650193704435e-12       2.018502553328e-13      -2.566084631074e-13       0.000000000000e+00       7.977158696776e-17       6.843906639726e-18       1.225217104028e-18 
 2905       3.645843060822e-12       2.012594534138e-13      -2.585417129059e-13       0.000000000000e+00       7.965683559032e-17       6.817216269113e-18       1.215811558128e-18 
 2906       3.641635333948e-12       2.006535036843e-13      -2.604405355728e-13       0.000000000000e+00       7.954228723584e-17       6.794567486156e-18       1.206336994297e-18 
 2907       3.637567487012e-12       2.000326160729e-13      -2.623044382629e-13       0.000000000000e+00       7.942794153485e-17       6.775835213821e-18       1.196797696936e-18 
 2908       3.633636372743e-12       1.993970287327e-13      -2.641330497502e-13       0.000000000000e+00       7.931379811254e-17       6.760831700078e-18       1.187196662050e-18 
 2909       3.629838834589e-12       1.987469805327e-13      -2.659259979433e-13       0.000000000000e+00       7.919985659163e-17       6.749368659603e-18       1.177536894124e-18 
 2910       3.626171706718e-12       1.980827110587e-13      -2.676829098845e-13       0.000000000000e+00       7.908611659234e-17       6.741257273320e-18       1.167821406128e-18 
 2911       3.622631814004e-12       1.974044606139e-13      -2.694034117491e-13       0.000000000000e+00       7.897257773243e-17       6.736308187935e-18       1.158053219524e-18 
 2912       3.619215972017e-12       1.967124702193e-13      -2.710871288448e-13       0.000000000000e+00       7.885923962715e-17       6.734331515477e-18       1.148235364277e-18 
 2913       3.615920987022e-12       1.960069816147e-13      -2.727336856110e-13       0.000000000000e+00       7.874610188930e-17       6.735136832829e-18       1.138370878859e-18 
 2914       3.612743655965e-12       1.952882372590e-13      -2.743427056178e-13       0.000000000000e+00       7.863316412916e-17       6.738533181269e-18       1.128462810258e-18 
 2915       3.609680766467e-12       1.945564803310e-13      -2.759138115659e-13       0.000000000000e+00       7.852042595452e-17       6.744329066006e-18       1.118514213984e-18 
 2916       3.606729096813e-12       1.938119547300e-13      -2.774466252853e-13       0.000000000000e+00       7.840788697071e-17       6.752332455716e-18       1.108528154079e-18 
 2917       3.603885415950e-12       1.930549050765e-13      -2.789407677349e-13       0.000000000000e+00       7.829554678052e-17       6.762350782081e-18       1.098507703119e-18 
 2918       3.601146483472e-12       1.922855767127e-13      -2.803958590018e-13       0.000000000000e+00       7.818340498426e-17       6.774190939323e-18       1.088455942228e-18 
 2919       3.598509049618e-12       1.915042157032e-13      -2.818115183006e-13       0.000000000000e+00       7.807146117974e-17       6.787659283741e-18       1.078375961082e-18 
 2920       3.595969855258e-12       1.907110688356e-13      -2.831873639726e-13       0.000000000000e+00       7.795971496227e-17       6.802561633253e-18       1.068270857914e-18 
 2921       3.593525631890e-12       1.899063836212e-13      -2.845230134850e-13       0.000000000000e+00       7.784816592463e-17       6.818703266924e-18       1.058143739527e-18 
 2922       3.591173101626e-12       1.890904082956e-13      -2.858180834307e-13       0.000000000000e+00       7.773681365712e-17       6.835888924511e-18       1.047997721296e-18 
 2923       3.588908977192e-12       1.882633918195e-13      -2.870721895271e-13       0.000000000000e+00       7.762565774750e-17       6.853922805997e-18       1.037835927179e-18 
